MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,Remodeled,RecentRemodel,NewHouse,HouseAge,TimeSinceSold,YearSinceRemodel,HighSeason,TotalArea,HasLowQualArea,HasBasement,HasGarage,Has2ndFloor,HasMasVnr,HasWoodDeck,HasOpenPorch,HasScreenPorch,HasEnclosedPorch,Has3SsnPorch,HasPool,NbrhRich,SalePrice
SC60,FV,65.0,8125,Pave,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,Y,SBrkr,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,RFn,615,TA,TA,Y,0,45,0,0,0,0,None,None,None,0,New,Partial,1,1,0,12,11,0,0,13468.0,0,1,1,1,0,0,1,0,0,0,0,1,186500
SC80,RL,70.08333333333333,12328,Pave,None,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,AA,TA,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,GasA,TA,Y,SBrkr,0,1034,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,888,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,41,7,34,1,17713.083333333336,0,1,1,0,1,0,0,0,0,0,0,0,169900
SC75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,AA,TA,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,OthW,Fa,N,SBrkr,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,Unf,396,Fa,Fa,P,0,0,259,0,0,0,None,None,None,0,WD,Normal,1,0,0,100,9,58,0,15901.0,0,1,1,1,0,0,0,0,1,0,0,0,129500
SC20,RL,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,Gd,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,0,988,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,276,TA,TA,Y,0,80,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,67,10,57,1,11344.0,0,1,1,0,0,0,1,0,0,0,0,0,119000
SC20,RL,93.0,11160,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gd,TA,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,GasA,Ex,Y,SBrkr,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,Fin,522,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,49,7,42,0,20215.0,0,1,1,0,0,0,0,0,0,0,0,0,244000
SC120,RL,81.88157894736842,3136,Pave,None,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gd,TA,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,GasA,Ex,Y,SBrkr,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,478,TA,TA,Y,148,36,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,14,11,3,0,9662.881578947368,0,1,1,0,1,1,1,0,0,0,0,0,171750
SC20,RL,62.0,9858,Pave,None,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,TA,AA,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,GasA,TA,Y,SBrkr,0,874,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,RFn,288,TA,TA,Y,33,0,0,0,0,0,None,GdWo,Shed,600,WD,Normal,0,0,0,49,8,41,0,13717.0,0,1,1,0,0,1,0,0,0,0,0,0,130000
SC60,RL,59.714285714285715,17542,Pave,None,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,Gd,Gd,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,GasA,TA,Y,SBrkr,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,RFn,518,TA,TA,Y,220,47,0,0,0,0,None,MnPrv,None,0,WD,Normal,1,0,0,43,10,4,1,25104.714285714286,0,1,1,1,0,1,1,0,0,0,0,1,294000
SC60,RL,60.0,6931,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,Y,SBrkr,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,397,TA,TA,Y,178,128,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,14,9,4,1,12590.0,0,1,1,1,1,1,1,0,0,0,0,0,165400
SC50,RM,52.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,AA,AA,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,GasA,TA,Y,FuseA,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,560,TA,TA,Y,0,0,0,0,120,0,None,None,None,0,WD,Normal,1,0,0,86,10,57,0,11474.0,0,1,1,1,0,0,0,1,0,0,0,0,127500
SC20,RL,91.0,14303,Pave,None,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Vg,TA,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,GasA,Ex,Y,SBrkr,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,691,TA,TA,Y,262,36,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,23,9,14,0,23883.0,0,1,1,0,1,1,1,0,0,0,0,1,301500
SC30,RL,56.0,4060,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,TA,Vg,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,GasA,Ex,Y,SBrkr,0,864,0,0,1,0,2,1,TA,4,Typ,0,None,None,None,0,None,None,Y,0,96,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,95,8,59,1,7668.0,0,1,0,0,0,0,1,0,0,0,0,0,99900
SC80,RL,59.0,9587,Pave,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gd,TA,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,GasA,Ex,Y,SBrkr,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,Fin,400,TA,TA,Y,212,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,12,9,3,1,14484.0,0,1,1,0,1,1,0,0,0,0,0,0,190000
SC20,RL,65.0,9750,Pave,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,AA,Vg,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,GasA,Gd,Y,SBrkr,0,1054,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,Unf,460,TA,TA,Y,180,0,0,0,80,0,None,None,None,0,WD,Normal,0,0,0,48,9,39,1,14751.0,0,1,1,0,0,1,0,1,0,0,0,0,151000
SC60,RL,79.87755102040815,24682,Pave,None,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,AA,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,GasA,Ex,Y,SBrkr,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,502,TA,TA,Y,0,103,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,18,8,10,1,30398.877551020407,0,1,1,1,0,0,1,0,0,0,0,0,181000
SC20,RL,80.0,9600,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,TA,AA,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,GasA,Gd,Y,SBrkr,0,1050,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,Unf,338,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,61,8,53,1,14218.0,0,1,1,0,0,0,0,0,0,0,0,0,128900
SC50,RL,83.46153846153847,11250,Pave,None,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,BA,TA,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,GasA,Ex,Y,FuseA,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,Unf,304,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,60,8,20,0,17541.46153846154,0,1,1,1,0,1,0,0,0,0,0,0,161500
SC70,RL,60.0,13515,Pave,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,AA,AA,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,GasA,Ex,Y,FuseA,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,520,TA,TA,N,0,0,126,0,0,0,None,GdPrv,None,0,WD,Normal,1,0,0,98,10,57,1,19397.0,0,1,1,1,0,0,0,0,1,0,0,0,180500
SC120,RH,34.0,4060,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,AA,TA,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,GasA,Ex,Y,SBrkr,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,Fin,511,TA,TA,Y,144,68,0,0,0,0,None,None,None,0,COD,Abnorml,1,0,0,19,9,9,0,10301.0,0,1,1,0,0,1,1,0,0,0,0,0,181000
SC160,FV,35.0,3735,Pave,None,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gd,TA,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,GasA,Ex,Y,SBrkr,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,None,Detchd,Unf,506,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,18,11,7,0,8814.0,0,1,1,1,1,0,1,0,0,0,0,1,183900
SC190,RM,60.0,10120,Pave,None,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,Gd,BA,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,GasA,TA,N,FuseF,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,Unf,308,TA,TA,N,0,0,264,0,0,0,None,MnPrv,None,0,WD,Normal,1,0,0,107,10,57,0,16380.0,0,1,1,1,0,0,0,0,1,0,0,0,122000
SC20,RL,89.0,13214,Pave,None,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Ex,TA,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,GasA,Ex,Y,SBrkr,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,746,TA,TA,Y,144,76,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,9,7,1,1,22309.0,0,1,1,0,0,1,1,0,0,0,0,1,378500
SC50,RL,71.8048780487805,14100,Pave,None,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Vg,Ex,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,GasA,Ex,Y,SBrkr,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,1014,TA,TA,Y,314,12,0,0,0,0,None,GdWo,None,0,WD,Normal,1,0,0,82,9,11,1,24493.80487804878,0,1,1,1,1,1,1,0,0,0,0,0,381000
SC50,RL,78.0,11344,Pave,None,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,TA,TA,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,GasW,TA,Y,FuseA,0,1524,0,0,1,1,3,1,TA,7,Typ,0,None,Attchd,Unf,315,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,WD,Normal,0,0,0,59,10,49,1,16713.0,0,1,1,1,1,0,0,0,0,0,0,0,144000
SC40,RL,83.46153846153847,23595,Pave,None,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,Gd,AA,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,GasA,TA,Y,SBrkr,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,Fin,586,TA,TA,Y,268,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,38,7,31,0,30244.46153846154,0,1,1,1,0,1,0,0,0,0,0,0,260000
SC20,RL,81.28888888888889,9156,Pave,None,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,AA,Gd,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,GasA,Gd,Y,SBrkr,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,462,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,49,8,41,0,15655.288888888888,0,1,1,0,0,0,0,0,0,0,0,0,185750
SC20,RL,74.4375,13526,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,TA,AA,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,GasA,TA,Y,SBrkr,0,935,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,288,TA,TA,Y,180,0,0,0,0,0,None,MnPrv,None,0,WD,Normal,0,0,0,52,11,41,0,17922.4375,0,1,1,0,1,1,0,0,0,0,0,0,137000
SC80,RL,124.0,11512,Pave,None,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,AA,Gd,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,RFn,312,TA,TA,Y,0,0,0,0,163,0,None,GdPrv,None,0,WD,Normal,1,0,0,58,9,2,1,16947.0,0,1,1,0,1,0,0,1,0,0,0,0,177000
SC50,RL,53.0,5362,Pave,None,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,TA,AA,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,GasA,Ex,Y,SBrkr,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,552,TA,TA,Y,242,0,81,0,0,0,None,None,None,0,WD,Normal,1,0,0,107,10,4,0,10112.0,0,1,1,1,0,1,0,0,1,0,0,0,139000
SC90,RL,95.0,11345,Pave,None,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,TA,TA,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,GasA,Gd,Y,FuseA,0,1920,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,Unf,400,TA,Fa,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,69,10,57,1,18103.0,0,1,1,1,1,0,0,0,0,0,0,0,137000
SC60,RL,81.28888888888889,12936,Pave,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,AA,AA,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,GasA,TA,Y,SBrkr,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,497,TA,TA,Y,294,116,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,45,8,37,0,18160.28888888889,0,1,1,1,0,1,1,0,0,0,0,0,162000
SC80,RL,81.28888888888889,17871,Pave,None,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,AA,TA,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,RFn,480,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,50,8,33,1,25599.28888888889,0,1,1,0,1,0,0,0,0,0,0,0,197900
SC60,RL,75.0,9473,Pave,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Vg,TA,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Y,SBrkr,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,577,TA,TA,Y,0,211,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,15,9,6,0,16654.0,0,1,1,1,0,0,1,0,0,0,0,0,237000
SC50,C (all),60.0,7500,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,BA,BA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,FuseA,0,1128,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,RFn,528,TA,TA,Y,30,0,164,0,0,0,None,None,None,0,COD,Abnorml,1,0,0,97,7,60,0,11934.0,0,1,1,1,0,1,0,0,1,0,0,0,68400
SC20,RL,67.0,9808,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gd,TA,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,GasA,Ex,Y,SBrkr,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,544,TA,TA,Y,0,72,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,15,8,7,0,16893.0,0,1,1,0,1,0,1,0,0,0,0,0,227000
SC20,RL,50.0,8049,Pave,None,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Gd,TA,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,GasA,TA,Y,SBrkr,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,Fin,484,Gd,Gd,Y,0,58,0,0,90,0,None,None,None,0,WD,Normal,0,0,0,27,11,16,1,14081.0,0,1,1,0,1,0,1,1,0,0,0,1,180000
SC20,RL,61.0,8800,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,TA,Gd,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,None,Detchd,Unf,484,TA,TA,Y,0,0,0,0,288,0,None,None,None,0,WD,Normal,1,0,0,40,8,1,0,13793.0,0,1,1,0,0,0,0,1,0,0,0,0,150500
SC90,RL,94.0,9400,Pave,None,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,AA,TA,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,0,1824,0,0,2,2,4,2,TA,8,Typ,0,None,None,None,0,None,None,Y,128,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,46,7,39,0,15094.0,0,1,0,1,0,1,0,0,0,0,0,0,139000
SC50,RL,50.0,9638,Pave,None,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,AA,Gd,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,Unf,336,TA,TA,Y,272,0,42,0,116,0,None,None,None,0,WD,Normal,1,0,0,98,7,20,0,16956.0,0,1,1,1,0,1,0,1,1,0,0,0,169000
SC50,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,AA,AA,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,FuseF,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,Unf,280,TA,TA,Y,45,0,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,78,8,59,1,10759.0,0,1,1,1,0,1,0,0,0,0,0,0,132500
SC20,RL,81.28888888888889,9790,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,AA,TA,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,GasA,TA,Y,SBrkr,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,528,TA,TA,Y,0,26,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,54,7,47,1,16188.288888888888,0,1,1,0,1,0,1,0,0,0,0,0,143000
SC20,RL,83.46153846153847,36500,Pave,None,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,TA,TA,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,GasA,Fa,Y,SBrkr,0,1582,0,1,2,0,4,1,TA,7,Typ,0,None,Attchd,Unf,390,TA,TA,N,168,198,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,53,11,42,1,44372.46153846154,0,1,1,0,1,1,1,0,0,0,0,0,190000
SC120,RL,40.0,5664,Pave,None,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Vg,TA,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,GasA,Ex,Y,SBrkr,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,Fin,499,TA,TA,Y,212,59,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,17,8,9,0,12794.0,0,1,1,0,0,1,1,0,0,0,0,1,278000
SC60,RL,86.0,11065,Pave,None,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Vg,TA,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,Ex,Y,SBrkr,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,753,TA,TA,Y,177,74,0,0,0,0,None,None,None,0,New,Partial,0,1,1,11,11,0,0,19053.0,0,1,1,1,1,1,1,0,0,0,0,0,281000
SC80,RL,76.46236559139786,14112,Pave,None,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,TA,Gd,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,484,TA,TA,Y,227,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,53,7,46,0,19593.462365591397,0,1,1,0,1,1,0,0,0,0,0,0,180500
SC160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,TA,Gd,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,Y,SBrkr,0,1302,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,Unf,264,TA,TA,Y,185,0,0,0,0,0,None,None,None,0,WD,Normal,0,0,0,45,8,37,0,6282.0,0,1,1,1,1,1,0,0,0,0,0,0,119500
SC70,RM,60.0,6600,Pave,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,TA,BA,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,0,2372,0,0,2,0,4,2,TA,11,Min2,0,None,Attchd,RFn,432,TA,TA,Y,0,287,0,0,0,0,None,None,None,0,WD,Normal,1,0,0,125,8,44,0,14111.0,0,1,1,1,0,0,1,0,0,0,0,0,107500
SC60,RL,78.0,10140,Pave,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gd,TA,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,RFn,528,TA,TA,Y,0,28,0,0,259,0,None,GdWo,None,0,WD,Normal,0,0,0,41,11,30,0,16025.0,0,1,1,1,0,0,1,1,0,0,0,0,162900
